year,area_of_residence,STATISTIC,value
1990,State,VSA94C01,434.0
1991,State,VSA94C01,401.0
2011,State,VSA94C07,358.0
2013,State,VSA94C07,344.0
2000,State,VSA94C01,338.0
2015,State,VSA94C07,336.0
2012,State,VSA94C07,333.0
2001,State,VSA94C01,331.0
1992,State,VSA94C01,331.0
2003,State,VSA94C01,326.0
1997,State,VSA94C01,321.0
1999,State,VSA94C01,317.0
1998,State,VSA94C01,316.0
1995,State,VSA94C01,311.0
2002,State,VSA94C01,305.0
1996,State,VSA94C01,303.0
1993,State,VSA94C01,302.0
2016,State,VSA94C07,289.0
2004,State,VSA94C01,287.0
2014,State,VSA94C07,284.0
2008,State,VSA94C01,284.0
1994,State,VSA94C01,277.0
2010,State,VSA94C01,271.0
2017,State,VSA94C07,264.0
2011,State,VSA94C01,262.0
2006,State,VSA94C01,255.0
2009,State,VSA94C01,247.0
2013,State,VSA94C01,245.0
2012,State,VSA94C01,237.0
2005,State,VSA94C01,236.0
2018,State,VSA94C07,233.0
2021,State,VSA94C07,230.0
2007,State,VSA94C01,230.0
2019,State,VSA94C07,228.0
2020,State,VSA94C07,226.0
2015,State,VSA94C01,225.0
2014,State,VSA94C01,224.0
1991,Leinster,VSA94C01,221.0
1990,Leinster,VSA94C01,218.0
2022,State,VSA94C07,214.0
2011,State,VSA94C05,211.0
2023,State,VSA94C07,210.0
2000,Leinster,VSA94C01,201.0
2021,State,VSA94C01,199.0
1992,Leinster,VSA94C01,198.0
1997,Leinster,VSA94C01,195.0
2015,State,VSA94C05,194.0
2016,State,VSA94C01,194.0
2011,Leinster,VSA94C07,192.0
2013,State,VSA94C05,190.0
2017,State,VSA94C01,188.0
2012,State,VSA94C05,188.0
2022,State,VSA94C01,188.0
2011,State,VSA94C03,188.0
2013,Leinster,VSA94C07,188.0
2012,State,VSA94C03,185.0
1996,Leinster,VSA94C01,184.0
2001,Leinster,VSA94C01,183.0
2015,Leinster,VSA94C07,181.0
2013,State,VSA94C03,181.0
2012,Leinster,VSA94C07,180.0
2023,State,VSA94C01,180.0
2020,State,VSA94C01,178.0
2002,Leinster,VSA94C01,177.0
2003,Leinster,VSA94C01,177.0
1998,Leinster,VSA94C01,176.0
1999,Leinster,VSA94C01,174.0
2015,State,VSA94C03,174.0
2018,State,VSA94C01,174.0
2016,State,VSA94C05,173.0
1995,Leinster,VSA94C01,168.0
2019,State,VSA94C01,167.0
2004,Leinster,VSA94C01,165.0
2014,State,VSA94C05,164.0
1993,Leinster,VSA94C01,163.0
2017,State,VSA94C05,162.0
2014,Leinster,VSA94C07,162.0
2017,Leinster,VSA94C07,162.0
2014,State,VSA94C03,158.0
2016,Leinster,VSA94C07,155.0
2021,State,VSA94C03,152.0
2008,Leinster,VSA94C01,152.0
1994,Leinster,VSA94C01,152.0
2016,State,VSA94C03,147.0
2017,State,VSA94C03,140.0
2010,Leinster,VSA94C01,138.0
2007,Leinster,VSA94C01,137.0
2022,State,VSA94C03,137.0
1991,Dublin,VSA94C01,137.0
2023,State,VSA94C03,135.0
2019,Leinster,VSA94C07,135.0
1990,Munster,VSA94C01,135.0
2020,State,VSA94C03,134.0
2011,Leinster,VSA94C01,134.0
2019,State,VSA94C05,133.0
2018,State,VSA94C05,133.0
2018,State,VSA94C03,131.0
2005,Leinster,VSA94C01,130.0
2009,Leinster,VSA94C01,130.0
2013,Leinster,VSA94C01,129.0
2018,Leinster,VSA94C07,129.0
2019,State,VSA94C03,128.0
2006,Leinster,VSA94C01,126.0
1992,Dublin,VSA94C01,124.0
2012,Leinster,VSA94C01,123.0
2000,Dublin,VSA94C01,122.0
2020,Leinster,VSA94C07,122.0
2021,State,VSA94C05,122.0
2020,State,VSA94C05,120.0
2015,Leinster,VSA94C01,120.0
1990,Dublin,VSA94C01,118.0
2011,Leinster,VSA94C05,117.0
2023,Leinster,VSA94C07,116.0
1991,Munster,VSA94C01,116.0
2021,Leinster,VSA94C07,115.0
2017,Leinster,VSA94C01,113.0
1997,Dublin,VSA94C01,113.0
2014,Leinster,VSA94C01,112.0
2013,Leinster,VSA94C05,110.0
2022,Leinster,VSA94C07,110.0
2016,Leinster,VSA94C01,110.0
2023,Leinster,VSA94C01,108.0
2023,State,VSA94C05,108.0
1996,Dublin,VSA94C01,108.0
2022,State,VSA94C05,106.0
2019,Leinster,VSA94C01,106.0
1999,Dublin,VSA94C01,105.0
2001,Munster,VSA94C01,104.0
2002,Dublin,VSA94C01,103.0
2015,Leinster,VSA94C05,103.0
2003,Munster,VSA94C01,103.0
2001,Dublin,VSA94C01,102.0
1998,Dublin,VSA94C01,102.0
2014,Leinster,VSA94C05,102.0
2012,Leinster,VSA94C05,102.0
2022,Leinster,VSA94C01,102.0
2018,Leinster,VSA94C01,101.0
2017,Leinster,VSA94C05,101.0
1995,Dublin,VSA94C01,99.0
2012,Leinster,VSA94C03,98.0
1995,Munster,VSA94C01,98.0
2013,Dublin,VSA94C07,98.0
1999,Munster,VSA94C01,97.0
2020,Leinster,VSA94C01,97.0
2011,Leinster,VSA94C03,97.0
2013,Munster,VSA94C07,96.0
2015,Leinster,VSA94C03,95.0
1992,Munster,VSA94C01,95.0
2021,Leinster,VSA94C01,94.0
2011,Munster,VSA94C07,94.0
1994,Dublin,VSA94C01,93.0
2012,Dublin,VSA94C07,92.0
2000,Munster,VSA94C01,92.0
2013,Leinster,VSA94C03,90.0
1998,Munster,VSA94C01,90.0
2011,Dublin,VSA94C07,89.0
2010,Munster,VSA94C01,89.0
2003,Dublin,VSA94C01,89.0
2012,Munster,VSA94C07,89.0
2006,Munster,VSA94C01,88.0
1993,Dublin,VSA94C01,88.0
1993,Munster,VSA94C01,88.0
2004,Dublin,VSA94C01,88.0
2016,Leinster,VSA94C03,87.0
2016,Leinster,VSA94C05,86.0
2014,Dublin,VSA94C07,86.0
1994,Munster,VSA94C01,85.0
2008,Munster,VSA94C01,84.0
2023,Leinster,VSA94C03,83.0
2017,Leinster,VSA94C03,83.0
2014,Leinster,VSA94C03,82.0
2019,Leinster,VSA94C03,82.0
2015,Dublin,VSA94C07,82.0
2011,Munster,VSA94C01,79.0
2016,Dublin,VSA94C07,79.0
1996,Munster,VSA94C01,79.0
2018,Leinster,VSA94C03,78.0
2022,Leinster,VSA94C03,77.0
2015,Munster,VSA94C07,77.0
2009,Munster,VSA94C01,77.0
2013,Munster,VSA94C01,76.0
2019,Leinster,VSA94C05,76.0
2002,Munster,VSA94C01,76.0
2017,Dublin,VSA94C07,74.0
2020,Leinster,VSA94C03,74.0
2004,Munster,VSA94C01,74.0
2014,Munster,VSA94C07,73.0
2013,Dublin,VSA94C01,72.0
2021,Leinster,VSA94C03,72.0
1997,Munster,VSA94C01,71.0
2012,Munster,VSA94C01,71.0
2018,Leinster,VSA94C05,70.0
2019,Dublin,VSA94C07,69.0
2016,Munster,VSA94C07,69.0
2007,Munster,VSA94C01,68.0
2005,Dublin,VSA94C01,68.0
2021,Leinster,VSA94C05,68.0
2014,Munster,VSA94C01,68.0
2021,Munster,VSA94C07,67.0
2005,Munster,VSA94C01,66.0
2020,Leinster,VSA94C05,65.0
2008,Dublin,VSA94C01,65.0
2021,Munster,VSA94C01,64.0
1990,Border,VSA94C01,64.0
2015,Dublin,VSA94C01,63.0
2006,Dublin,VSA94C01,63.0
2007,Dublin,VSA94C01,62.0
2023,Dublin,VSA94C01,62.0
1990,South-West,VSA94C01,62.0
2013,Munster,VSA94C03,61.0
2022,Munster,VSA94C07,61.0
2011,Dublin,VSA94C01,61.0
2016,Dublin,VSA94C01,61.0
2017,Munster,VSA94C07,61.0
2023,Dublin,VSA94C07,60.0
2012,Dublin,VSA94C01,60.0
2020,Dublin,VSA94C07,59.0
2011,Dublin,VSA94C05,59.0
2020,Munster,VSA94C07,58.0
2001,South-West,VSA94C01,57.0
1992,South-West,VSA94C01,57.0
2014,Dublin,VSA94C05,57.0
2009,Dublin,VSA94C01,57.0
2022,Munster,VSA94C01,56.0
1991,Dublin City,VSA94C01,56.0
2022,Dublin,VSA94C07,55.0
1990,Dublin City,VSA94C01,55.0
2018,Dublin,VSA94C07,55.0
2010,Dublin,VSA94C01,55.0
2000,Dublin City,VSA94C01,54.0
2015,Munster,VSA94C01,54.0
2013,Dublin,VSA94C05,54.0
2022,Dublin,VSA94C01,53.0
2022,Leinster,VSA94C05,53.0
1998,Dublin City,VSA94C01,53.0
2019,Munster,VSA94C07,53.0
2012,Munster,VSA94C05,53.0
2014,Dublin,VSA94C01,53.0
2015,Border,VSA94C07,53.0
2012,Dublin,VSA94C05,53.0
2023,Leinster,VSA94C05,52.0
2011,Mid-East,VSA94C07,52.0
1991,Border,VSA94C01,52.0
2011,Munster,VSA94C05,52.0
2011,Munster,VSA94C03,52.0
1990,Mid-West,VSA94C01,52.0
1997,Dublin City,VSA94C01,52.0
2018,Munster,VSA94C07,52.0
1994,South-West,VSA94C01,52.0
2017,Dublin,VSA94C01,52.0
1995,South-West,VSA94C01,51.0
2012,Munster,VSA94C03,51.0
2013,Dublin,VSA94C03,51.0
2011,Connacht,VSA94C07,51.0
2019,Dublin,VSA94C01,51.0
1995,Dublin City,VSA94C01,50.0
1991,South-West,VSA94C01,50.0
1992,Dublin City,VSA94C01,50.0
2021,Dublin,VSA94C01,49.0
1994,Dublin City,VSA94C01,49.0
2023,Munster,VSA94C07,49.0
2021,Munster,VSA94C03,48.0
2015,Munster,VSA94C05,48.0
2010,South-West,VSA94C01,48.0
2018,Munster,VSA94C01,48.0
2001,Dublin City,VSA94C01,48.0
2021,Dublin,VSA94C07,48.0
2018,Dublin,VSA94C01,48.0
2023,Dublin,VSA94C03,47.0
2020,Munster,VSA94C01,47.0
2013,South-West,VSA94C07,47.0
2016,Munster,VSA94C01,47.0
1990,South-East,VSA94C01,47.0
2015,Connacht,VSA94C07,47.0
2016,Dublin,VSA94C03,47.0
2003,Mid-East,VSA94C01,47.0
2017,Dublin,VSA94C05,46.0
2012,Dublin,VSA94C03,46.0
2015,Dublin,VSA94C03,46.0
1991,South-East,VSA94C01,46.0
2011,South-East,VSA94C07,46.0
2012,South-West,VSA94C07,45.0
2013,Munster,VSA94C05,45.0
2008,Mid-East,VSA94C01,45.0
2012,Connacht,VSA94C07,45.0
1991,Mid-West,VSA94C01,45.0
2002,Dublin City,VSA94C01,45.0
2003,South-West,VSA94C01,44.0
2014,Munster,VSA94C03,44.0
1999,South-West,VSA94C01,44.0
2020,Dublin,VSA94C01,44.0
2003,Mid-West,VSA94C01,44.0
2016,Dublin,VSA94C05,44.0
2017,Munster,VSA94C01,44.0
2013,Dublin City,VSA94C07,44.0
2016,Munster,VSA94C05,43.0
2003,Dublin City,VSA94C01,43.0
1990,Ulster (part of),VSA94C01,43.0
1993,South-West,VSA94C01,43.0
2015,Dublin,VSA94C05,43.0
1996,South-West,VSA94C01,43.0
2011,Dublin,VSA94C03,43.0
2012,Mid-East,VSA94C07,42.0
2019,Dublin,VSA94C05,42.0
2000,South-West,VSA94C01,42.0
2016,Border,VSA94C07,41.0
2016,South-East,VSA94C07,41.0
1998,South-West,VSA94C01,41.0
2006,South-West,VSA94C01,41.0
1999,Dublin City,VSA94C01,41.0
2022,Dublin,VSA94C03,41.0
2015,Dublin City,VSA94C07,41.0
1996,Dublin City,VSA94C01,41.0
2010,Mid-East,VSA94C01,40.0
1993,Border,VSA94C01,40.0
1990,Mid-East,VSA94C01,40.0
2011,West,VSA94C07,40.0
2011,Mid-West,VSA94C07,40.0
1997,Border,VSA94C01,40.0
2019,Dublin,VSA94C03,39.0
2008,South-West,VSA94C01,39.0
2017,South-East,VSA94C07,39.0
1997,Mid-East,VSA94C01,39.0
2015,South-East,VSA94C07,39.0
2011,Border,VSA94C07,39.0
2017,Dublin,VSA94C03,39.0
2015,Munster,VSA94C03,39.0
2019,Mid-East,VSA94C07,38.0
2015,Mid-East,VSA94C07,38.0
2015,West,VSA94C07,38.0
2022,Munster,VSA94C03,38.0
2001,South-East,VSA94C01,38.0
2000,Mid-West,VSA94C01,38.0
1990,Connacht,VSA94C01,38.0
2014,Munster,VSA94C05,37.0
2023,Munster,VSA94C01,37.0
2002,South-West,VSA94C01,37.0
2012,West,VSA94C07,37.0
1998,Mid-West,VSA94C01,37.0
2013,Mid-West,VSA94C07,37.0
2013,Mid-East,VSA94C07,37.0
2011,South-West,VSA94C01,37.0
2007,South-West,VSA94C01,37.0
1996,Border,VSA94C01,37.0
2013,Border,VSA94C07,37.0
2011,Mid-East,VSA94C01,37.0
2017,Mid-East,VSA94C07,37.0
2021,Connacht,VSA94C07,37.0
1999,Border,VSA94C01,36.0
1993,Dublin City,VSA94C01,36.0
2014,Dublin,VSA94C03,36.0
2020,Mid-East,VSA94C07,36.0
2021,South-West,VSA94C07,36.0
1991,Dun Laoghaire-Rathdown,VSA94C01,36.0
2023,Connacht,VSA94C07,36.0
2016,Connacht,VSA94C07,36.0
2011,Connacht,VSA94C01,36.0
2007,Mid-East,VSA94C01,36.0
2013,Connacht,VSA94C07,36.0
2019,Munster,VSA94C01,36.0
2018,Mid-East,VSA94C07,36.0
1993,South-East,VSA94C01,36.0
2013,South-West,VSA94C01,35.0
2002,Connacht,VSA94C01,35.0
2018,Connacht,VSA94C07,35.0
2012,Dublin City,VSA94C07,35.0
2000,Border,VSA94C01,35.0
2012,South-West,VSA94C01,35.0
2000,South-East,VSA94C01,35.0
1992,Border,VSA94C01,35.0
2004,Mid-West,VSA94C01,35.0
2020,Dublin,VSA94C05,35.0
2004,Dublin City,VSA94C01,35.0
2008,South-East,VSA94C01,35.0
2011,Dublin City,VSA94C07,35.0
1991,Mid-East,VSA94C01,35.0
2006,South-East,VSA94C01,34.0
2017,Munster,VSA94C03,34.0
1999,South-East,VSA94C01,34.0
2018,Munster,VSA94C03,34.0
2012,Mid-West,VSA94C07,34.0
1999,Mid-West,VSA94C01,34.0
2020,Connacht,VSA94C07,34.0
2020,Dublin,VSA94C03,34.0
2003,South-East,VSA94C01,34.0
2017,Munster,VSA94C05,34.0
2021,Dublin,VSA94C03,34.0
2013,West,VSA94C07,34.0
1998,Connacht,VSA94C01,34.0
2014,Connacht,VSA94C07,34.0
2015,South-West,VSA94C07,34.0
2022,Mid-East,VSA94C07,34.0
1996,Mid-East,VSA94C01,34.0
2014,Dublin City,VSA94C07,34.0
1997,South-West,VSA94C01,34.0
2018,Dublin,VSA94C03,34.0
2014,Mid-West,VSA94C07,33.0
2011,South-West,VSA94C07,33.0
2016,Dublin City,VSA94C07,33.0
2018,Mid-East,VSA94C01,33.0
2012,Mid-East,VSA94C01,33.0
2020,Munster,VSA94C03,33.0
2009,South-East,VSA94C01,33.0
2014,Mid-West,VSA94C01,33.0
2002,Border,VSA94C01,33.0
1995,Border,VSA94C01,33.0
1995,Cork County,VSA94C01,33.0
1991,Cork County,VSA94C01,33.0
2021,West,VSA94C07,33.0
1991,Ulster (part of),VSA94C01,33.0
2015,Mid-West,VSA94C07,32.0
2009,Mid-West,VSA94C01,32.0
2015,Connacht,VSA94C01,32.0
2012,Border,VSA94C07,32.0
2020,West,VSA94C07,32.0
2008,Connacht,VSA94C01,32.0
2017,Border,VSA94C07,32.0
2019,Munster,VSA94C05,32.0
2016,West,VSA94C07,32.0
2001,Connacht,VSA94C01,32.0
2013,South-East,VSA94C07,32.0
2005,South-West,VSA94C01,32.0
2021,South-West,VSA94C01,32.0
2020,Mid-East,VSA94C01,32.0
2004,Border,VSA94C01,32.0
2001,Mid-East,VSA94C01,32.0
2012,South-East,VSA94C07,32.0
1995,South-East,VSA94C01,32.0
1998,Mid-East,VSA94C01,32.0
2023,South-East,VSA94C07,32.0
1997,Connacht,VSA94C01,31.0
2016,Munster,VSA94C03,31.0
2020,South-West,VSA94C07,31.0
1991,Connacht,VSA94C01,31.0
2013,Mid-West,VSA94C01,31.0
2003,Connacht,VSA94C01,31.0
2004,South-West,VSA94C01,31.0
2016,Border,VSA94C05,31.0
2021,Dublin,VSA94C05,31.0
2023,West,VSA94C07,31.0
2015,Ulster (part of),VSA94C07,31.0
2020,Munster,VSA94C05,31.0
2009,South-West,VSA94C01,31.0
1992,South Dublin,VSA94C01,31.0
2021,Mid-East,VSA94C07,31.0
2018,South-East,VSA94C07,31.0
2017,Border,VSA94C01,31.0
2015,Border,VSA94C01,31.0
2019,Mid-East,VSA94C01,31.0
2023,Munster,VSA94C05,31.0
2014,South-East,VSA94C07,31.0
2021,Munster,VSA94C05,30.0
2005,Border,VSA94C01,30.0
2006,Mid-East,VSA94C01,30.0
2010,Mid-West,VSA94C01,30.0
2004,Connacht,VSA94C01,30.0
2002,West,VSA94C01,30.0
2010,South-East,VSA94C01,30.0
2011,Mid-West,VSA94C01,30.0
1995,Mid-East,VSA94C01,30.0
1995,Mid-West,VSA94C01,30.0
2001,Border,VSA94C01,30.0
2004,South-East,VSA94C01,30.0
1999,Connacht,VSA94C01,30.0
2014,Border,VSA94C07,30.0
2011,Mid-East,VSA94C03,29.0
2022,Munster,VSA94C05,29.0
2011,Mid-East,VSA94C05,29.0
2016,South-West,VSA94C07,29.0
2016,Ulster (part of),VSA94C07,29.0
2018,Dublin,VSA94C05,29.0
2006,Border,VSA94C01,29.0
2013,South-West,VSA94C03,29.0
2000,South Dublin,VSA94C01,29.0
2014,West,VSA94C07,29.0
2022,Dublin City,VSA94C01,29.0
2014,South-West,VSA94C01,29.0
2014,South-West,VSA94C07,29.0
1992,Mid-East,VSA94C01,29.0
2022,Mid-East,VSA94C01,29.0
2013,Dublin City,VSA94C01,29.0
2013,Dublin City,VSA94C05,29.0
1997,South-East,VSA94C01,29.0
2014,Border,VSA94C01,29.0
2022,Connacht,VSA94C07,29.0
2008,Mid-West,VSA94C01,29.0
1993,Mid-East,VSA94C01,29.0
2000,Connacht,VSA94C01,29.0
1998,South-East,VSA94C01,29.0
1990,Cork County,VSA94C01,29.0
2010,Border,VSA94C01,29.0
2019,Dublin City,VSA94C07,28.0
2015,Border,VSA94C05,28.0
2019,South-West,VSA94C07,28.0
1990,Donegal,VSA94C01,28.0
1990,South Dublin,VSA94C01,28.0
2022,Mid-West,VSA94C07,28.0
2018,Dublin City,VSA94C07,28.0
2011,Connacht,VSA94C03,28.0
2021,Connacht,VSA94C01,28.0
1998,West,VSA94C01,28.0
2011,Cork County,VSA94C07,28.0
2014,Connacht,VSA94C01,28.0
2002,South-East,VSA94C01,28.0
1992,South-East,VSA94C01,28.0
2006,Mid-West,VSA94C01,28.0
2010,Connacht,VSA94C01,28.0
2011,Connacht,VSA94C05,28.0
2011,South-East,VSA94C05,28.0
2003,West,VSA94C01,28.0
1992,Cork County,VSA94C01,28.0
2012,South-West,VSA94C05,28.0
2011,West,VSA94C01,28.0
2012,Mid-West,VSA94C01,28.0
1994,Border,VSA94C01,28.0
1993,Mid-West,VSA94C01,28.0
1991,South Dublin,VSA94C01,28.0
1994,South-East,VSA94C01,28.0
2017,Dublin City,VSA94C07,28.0
2016,Mid-East,VSA94C07,28.0
2011,South-East,VSA94C01,27.0
2002,Mid-West,VSA94C01,27.0
2006,Dublin City,VSA94C01,27.0
2018,Mid-West,VSA94C01,27.0
2006,Cork County,VSA94C01,27.0
2008,Dublin City,VSA94C01,27.0
2002,Mid-East,VSA94C01,27.0
2005,Mid-East,VSA94C01,27.0
2018,West,VSA94C07,27.0
2018,Munster,VSA94C05,27.0
2013,Mid-East,VSA94C05,27.0
2009,Mid-East,VSA94C01,27.0
2012,Connacht,VSA94C01,27.0
2004,Mid-East,VSA94C01,27.0
2000,Mid-East,VSA94C01,27.0
2001,Cork County,VSA94C01,27.0
2021,Mid-West,VSA94C07,27.0
2017,Mid-East,VSA94C01,27.0
2019,Munster,VSA94C03,27.0
2014,South Dublin,VSA94C07,27.0
2012,Mid-East,VSA94C03,27.0
1996,Mid-West,VSA94C01,27.0
2018,Mid-West,VSA94C07,27.0
2016,South-East,VSA94C01,27.0
2012,Dublin City,VSA94C01,27.0
2010,Cork County,VSA94C01,27.0
1999,Mid-East,VSA94C01,27.0
1997,West,VSA94C01,27.0
2003,South Dublin,VSA94C01,26.0
2015,South-West,VSA94C01,26.0
2015,Dublin City,VSA94C05,26.0
1990,Limerick County,VSA94C01,26.0
1990,West,VSA94C01,26.0
2008,West,VSA94C01,26.0
1998,Border,VSA94C01,26.0
1993,Connacht,VSA94C01,26.0
2011,Border,VSA94C01,26.0
2019,Connacht,VSA94C07,26.0
2009,Connacht,VSA94C01,26.0
2014,Mid-East,VSA94C07,26.0
2010,Dublin City,VSA94C01,26.0
2008,Border,VSA94C01,26.0
2008,Cork County,VSA94C01,26.0
2015,Connacht,VSA94C05,26.0
2015,Connacht,VSA94C03,26.0
2001,West,VSA94C01,26.0
2015,West,VSA94C01,26.0
2015,Border,VSA94C03,26.0
2001,Mid-West,VSA94C01,26.0
2013,South-East,VSA94C01,26.0
2012,Border,VSA94C01,26.0
2021,Dublin City,VSA94C07,25.0
2013,South Dublin,VSA94C07,25.0
2017,South-East,VSA94C05,25.0
1992,Mid-West,VSA94C01,25.0
2020,Connacht,VSA94C01,25.0
2000,West,VSA94C01,25.0
2004,West,VSA94C01,25.0
2007,South-East,VSA94C01,25.0
1994,Mid-East,VSA94C01,25.0
2018,Border,VSA94C07,25.0
2013,Border,VSA94C01,25.0
2004,South Dublin,VSA94C01,25.0
2007,Dublin City,VSA94C01,25.0
1990,Midland,VSA94C01,25.0
1996,South-East,VSA94C01,25.0
2023,Connacht,VSA94C01,25.0
2011,South Dublin,VSA94C07,25.0
2021,Mid-West,VSA94C01,25.0
2018,Mid-East,VSA94C03,25.0
2017,South-East,VSA94C01,25.0
1999,South Dublin,VSA94C01,25.0
2022,South-West,VSA94C07,25.0
2020,South-West,VSA94C01,25.0
2022,Dublin,VSA94C05,25.0
2011,Cork County,VSA94C01,25.0
1993,Ulster (part of),VSA94C01,25.0
2017,South-West,VSA94C07,25.0
2005,Mid-West,VSA94C01,25.0
2021,South-East,VSA94C07,25.0
2012,South Dublin,VSA94C07,25.0
1991,Donegal,VSA94C01,25.0
2015,Mid-East,VSA94C05,25.0
2011,Fingal,VSA94C07,25.0
2012,South-West,VSA94C03,25.0
1997,Ulster (part of),VSA94C01,24.0
2013,South-West,VSA94C05,24.0
2023,Dublin City,VSA94C07,24.0
2015,South-East,VSA94C05,24.0
2013,Cork County,VSA94C07,24.0
2016,Connacht,VSA94C01,24.0
2021,South-West,VSA94C03,24.0
2012,Connacht,VSA94C03,24.0
1992,Fingal,VSA94C01,24.0
2014,West,VSA94C01,24.0
1996,South Dublin,VSA94C01,24.0
2012,South-East,VSA94C01,24.0
1997,Mid-West,VSA94C01,24.0
2017,Border,VSA94C03,24.0
2009,West,VSA94C01,24.0
2007,Mid-West,VSA94C01,24.0
2015,Mid-West,VSA94C01,24.0
2020,Mid-East,VSA94C03,24.0
2003,Kildare,VSA94C01,24.0
2012,Connacht,VSA94C05,24.0
2019,South-East,VSA94C07,24.0
2003,Cork County,VSA94C01,24.0
2013,Mid-West,VSA94C03,24.0
2017,Connacht,VSA94C07,24.0
2016,Mid-West,VSA94C07,24.0
2013,Connacht,VSA94C05,24.0
2013,Ulster (part of),VSA94C07,24.0
2021,Connacht,VSA94C03,24.0
2021,Dublin City,VSA94C01,24.0
2005,South Dublin,VSA94C01,24.0
2013,West,VSA94C05,24.0
1995,Connacht,VSA94C01,24.0
2019,South-West,VSA94C01,24.0
2023,Munster,VSA94C03,24.0
2011,West,VSA94C05,23.0
1997,Kildare,VSA94C01,23.0
2022,Dublin City,VSA94C07,23.0
2020,South-East,VSA94C07,23.0
1994,Cork County,VSA94C01,23.0
2022,South-West,VSA94C01,23.0
2018,Connacht,VSA94C05,23.0
2019,Dublin City,VSA94C01,23.0
2022,Mid-West,VSA94C01,23.0
2020,West,VSA94C01,23.0
2016,South-East,VSA94C05,23.0
2010,West,VSA94C01,23.0
1991,West,VSA94C01,23.0
2019,Mid-East,VSA94C05,23.0
2014,Dublin City,VSA94C05,23.0
1998,South Dublin,VSA94C01,23.0
2019,Mid-East,VSA94C03,23.0
2005,Dublin City,VSA94C01,23.0
2015,West,VSA94C05,23.0
2022,Border,VSA94C07,23.0
2011,Mid-West,VSA94C05,23.0
2022,Dublin City,VSA94C03,23.0
2009,Midland,VSA94C01,22.0
2005,South-East,VSA94C01,22.0
2021,Cork County,VSA94C01,22.0
2014,Mid-West,VSA94C03,22.0
2016,South-East,VSA94C03,22.0
2019,West,VSA94C07,22.0
2018,Dublin City,VSA94C01,22.0
2020,Cork County,VSA94C07,22.0
2012,Mid-West,VSA94C03,22.0
2023,Mid-West,VSA94C07,22.0
2011,West,VSA94C03,22.0
2021,West,VSA94C01,22.0
2014,Connacht,VSA94C03,22.0
1993,South Dublin,VSA94C01,22.0
2017,Mid-East,VSA94C03,22.0
2012,Fingal,VSA94C07,22.0
2015,Galway County,VSA94C07,22.0
1996,Dun Laoghaire-Rathdown,VSA94C01,22.0
2016,Ulster (part of),VSA94C05,22.0
1998,Cork City,VSA94C01,22.0
2023,Mid-East,VSA94C07,22.0
1999,Cork County,VSA94C01,22.0
2011,South-West,VSA94C03,22.0
2011,Border,VSA94C05,22.0
2020,Fingal,VSA94C07,22.0
2013,Midland,VSA94C07,22.0
2017,Mid-East,VSA94C05,22.0
1997,South Dublin,VSA94C01,22.0
2020,Dublin City,VSA94C01,22.0
1994,Cork City,VSA94C01,22.0
1994,Connacht,VSA94C01,22.0
2014,South-East,VSA94C01,22.0
2016,Connacht,VSA94C05,22.0
2011,Dublin City,VSA94C05,21.0
2015,Cork County,VSA94C07,21.0
2022,South-East,VSA94C01,21.0
2002,Fingal,VSA94C01,21.0
2021,South-East,VSA94C01,21.0
2020,Galway County,VSA94C07,21.0
1995,South Dublin,VSA94C01,21.0
2011,Dublin City,VSA94C01,21.0
1994,Mid-West,VSA94C01,21.0
2023,South-East,VSA94C05,21.0
1997,Dun Laoghaire-Rathdown,VSA94C01,21.0
1996,Fingal,VSA94C01,21.0
1998,Midland,VSA94C01,21.0
2016,West,VSA94C01,21.0
2013,Border,VSA94C05,21.0
2006,Ulster (part of),VSA94C01,21.0
1995,West,VSA94C01,21.0
1996,Connacht,VSA94C01,21.0
2000,Fingal,VSA94C01,21.0
2023,Dublin City,VSA94C01,21.0
2011,South-East,VSA94C03,21.0
2012,West,VSA94C05,21.0
1999,Dun Laoghaire-Rathdown,VSA94C01,21.0
1999,West,VSA94C01,21.0
2009,Border,VSA94C01,21.0
2016,Dublin City,VSA94C01,21.0
2020,Connacht,VSA94C03,21.0
2012,Mid-East,VSA94C05,21.0
2023,Connacht,VSA94C05,21.0
1995,Ulster (part of),VSA94C01,21.0
2015,South-West,VSA94C03,21.0
2011,Border,VSA94C03,21.0
2015,South-West,VSA94C05,21.0
2015,South-East,VSA94C01,21.0
2003,Border,VSA94C01,21.0
2013,Fingal,VSA94C07,21.0
2013,Fingal,VSA94C01,21.0
2009,Cork County,VSA94C01,21.0
2020,West,VSA94C03,21.0
2011,Ulster (part of),VSA94C07,21.0
2017,Dublin City,VSA94C01,21.0
2018,South-West,VSA94C07,21.0
2015,Mid-East,VSA94C01,20.0
2005,Connacht,VSA94C01,20.0
2023,West,VSA94C01,20.0
2012,Border,VSA94C03,20.0
2008,Fingal,VSA94C01,20.0
2011,Mid-West,VSA94C03,20.0
2017,Dublin City,VSA94C05,20.0
2014,Midland,VSA94C07,20.0
2022,Mid-East,VSA94C03,20.0
1993,Midland,VSA94C01,20.0
2017,South Dublin,VSA94C07,20.0
2006,Connacht,VSA94C01,20.0
2013,Connacht,VSA94C01,20.0
2012,Dublin City,VSA94C05,20.0
2012,Dublin City,VSA94C03,20.0
2013,Border,VSA94C03,20.0
2022,Mid-East,VSA94C05,20.0
2015,West,VSA94C03,20.0
