year,area_of_residence,STATISTIC,value
2019,Waterford County,VSA94C03,2.0
2019,Limerick County,VSA94C01,2.0
2013,Louth,VSA94C03,2.0
2019,Limerick County,VSA94C03,2.0
2014,Cork City,VSA94C02,2.0
2020,Waterford City,VSA94C03,2.0
2018,Monaghan,VSA94C03,2.0
2013,North Tipperary,VSA94C05,2.0
2017,Monaghan,VSA94C05,2.0
2018,Monaghan,VSA94C01,2.0
2019,Waterford County,VSA94C01,2.0
2017,Offaly,VSA94C03,2.0
2020,Kildare,VSA94C06,2.0
2015,Westmeath,VSA94C03,2.0
2014,Waterford County,VSA94C01,2.0
2014,Waterford City,VSA94C03,2.0
2016,Cavan,VSA94C03,2.0
2013,South Tipperary,VSA94C05,2.0
2014,Clare,VSA94C05,2.0
2020,Limerick County,VSA94C01,2.0
2014,South Tipperary,VSA94C01,2.0
2019,Ulster (part of),VSA94C04,2.0
2014,South Dublin,VSA94C04,2.0
2020,Meath,VSA94C05,2.0
2018,Kilkenny,VSA94C01,2.0
2020,Mayo,VSA94C07,2.0
2014,Carlow,VSA94C07,2.0
2016,Longford,VSA94C03,2.0
2014,Sligo,VSA94C03,2.0
2014,Cavan,VSA94C05,2.0
2016,Longford,VSA94C07,2.0
2019,South-West,VSA94C06,2.0
2014,Roscommon,VSA94C05,2.0
2018,Kilkenny,VSA94C03,2.0
2014,Monaghan,VSA94C05,2.0
2020,Longford,VSA94C03,2.0
2016,Louth,VSA94C03,2.0
2016,Louth,VSA94C01,2.0
2016,Longford,VSA94C01,2.0
2013,Waterford County,VSA94C03,2.0
2016,South Tipperary,VSA94C05,2.0
2018,Limerick County,VSA94C05,2.0
2017,Sligo,VSA94C05,2.0
2016,Sligo,VSA94C01,2.0
2016,North Tipperary,VSA94C07,2.0
2014,South Tipperary,VSA94C03,2.0
2016,Clare,VSA94C04,2.0
2020,Monaghan,VSA94C07,2.0
2016,North Tipperary,VSA94C01,2.0
2019,Offaly,VSA94C01,2.0
2014,Monaghan,VSA94C01,2.0
2018,Leinster,VSA94C06,2.0
2019,Offaly,VSA94C03,2.0
2017,South-West,VSA94C04,2.0
2020,Monaghan,VSA94C01,2.0
2019,Offaly,VSA94C07,2.0
2016,Mid-West,VSA94C04,2.0
2016,Cork City,VSA94C03,2.0
2018,Leitrim,VSA94C05,2.0
2016,Limerick City,VSA94C03,2.0
2014,Monaghan,VSA94C03,2.0
2015,Sligo,VSA94C05,2.0
2015,Roscommon,VSA94C03,2.0
2021,Galway City,VSA94C03,2.0
2019,Carlow,VSA94C03,2.0
2012,Waterford County,VSA94C05,2.0
2016,Galway County,VSA94C06,2.0
2015,Limerick City,VSA94C07,2.0
2012,Westmeath,VSA94C05,2.0
2019,Cork City,VSA94C05,2.0
2017,Kilkenny,VSA94C05,2.0
2015,Kilkenny,VSA94C05,2.0
2020,Cavan,VSA94C04,2.0
2020,Clare,VSA94C03,2.0
2020,Cavan,VSA94C03,2.0
2017,Laois,VSA94C03,2.0
2018,West,VSA94C04,2.0
2015,Mid-East,VSA94C04,2.0
2014,Dun Laoghaire-Rathdown,VSA94C03,2.0
2016,Laois,VSA94C03,2.0
2015,Galway City,VSA94C03,2.0
2013,Longford,VSA94C03,2.0
2012,Waterford County,VSA94C03,2.0
2012,Waterford City,VSA94C07,2.0
2017,Cork County,VSA94C02,2.0
2021,Leinster,VSA94C06,2.0
2021,Longford,VSA94C01,2.0
2017,Galway City,VSA94C07,2.0
2020,Cork City,VSA94C03,2.0
2021,Limerick City,VSA94C07,2.0
2016,Kerry,VSA94C03,2.0
2019,Carlow,VSA94C01,2.0
2015,Limerick City,VSA94C03,2.0
2020,Dublin,VSA94C04,2.0
2015,Leitrim,VSA94C03,2.0
2017,Kilkenny,VSA94C03,2.0
2019,Clare,VSA94C01,2.0
2014,Galway City,VSA94C07,2.0
2014,Laois,VSA94C05,2.0
2017,Kilkenny,VSA94C01,2.0
2019,Clare,VSA94C03,2.0
2012,Waterford City,VSA94C03,2.0
2015,Leitrim,VSA94C01,2.0
2020,Clare,VSA94C05,2.0
2015,Galway City,VSA94C01,2.0
2020,Longford,VSA94C07,2.0
2018,Waterford County,VSA94C07,2.0
2017,Limerick County,VSA94C05,2.0
2017,Longford,VSA94C01,2.0
2015,North Tipperary,VSA94C05,2.0
2017,Longford,VSA94C05,2.0
2017,Longford,VSA94C07,2.0
2020,Kerry,VSA94C03,2.0
2014,Longford,VSA94C07,2.0
2019,Kilkenny,VSA94C01,2.0
2020,Kerry,VSA94C06,2.0
2017,Clare,VSA94C03,2.0
2017,Carlow,VSA94C05,2.0
2019,Kilkenny,VSA94C03,2.0
2017,Carlow,VSA94C03,2.0
2014,Cork City,VSA94C05,2.0
2019,Kilkenny,VSA94C05,2.0
2020,Wicklow,VSA94C03,2.0
2019,Wexford,VSA94C05,2.0
2014,Cork City,VSA94C03,2.0
2018,Cork City,VSA94C01,2.0
2013,Longford,VSA94C01,2.0
2014,Leitrim,VSA94C07,2.0
2021,Cavan,VSA94C03,2.0
2015,North Tipperary,VSA94C04,2.0
2014,Longford,VSA94C05,2.0
2018,Fingal,VSA94C08,2.0
2018,Waterford County,VSA94C05,2.0
2018,Waterford City,VSA94C07,2.0
2015,North Tipperary,VSA94C01,2.0
2015,North Tipperary,VSA94C02,2.0
2019,Kerry,VSA94C03,2.0
2017,Cork City,VSA94C03,2.0
2017,Leitrim,VSA94C05,2.0
2013,Galway City,VSA94C03,2.0
2014,Longford,VSA94C03,2.0
2015,North Tipperary,VSA94C03,2.0
2019,Kerry,VSA94C05,2.0
2017,Leitrim,VSA94C07,2.0
2017,Cork City,VSA94C01,2.0
2014,Cork County,VSA94C04,2.0
2013,Galway County,VSA94C04,1.947798987
2013,South-East,VSA94C06,1.939058172
2013,West,VSA94C04,1.913265306
2022,Cork County,VSA94C04,1.9
2014,Cavan,VSA94C06,1.9
2018,Dun Laoghaire-Rathdown,VSA94C06,1.9
2020,Cork County,VSA94C06,1.9
2020,Louth,VSA94C06,1.9
2021,Fingal,VSA94C08,1.9
2021,Kildare,VSA94C04,1.9
2014,Ulster (part of),VSA94C06,1.9
2021,Mid-East,VSA94C02,1.9
2021,South-West,VSA94C06,1.9
2019,Limerick County,VSA94C08,1.9
2019,Limerick County,VSA94C06,1.9
2023,Meath,VSA94C02,1.9
2019,Cork County,VSA94C04,1.9
2018,Dublin,VSA94C04,1.9
2021,Dun Laoghaire-Rathdown,VSA94C06,1.9
2015,Galway City,VSA94C04,1.9
2015,North Tipperary,VSA94C06,1.9
2019,Kerry,VSA94C08,1.9
2017,Connacht,VSA94C02,1.9
2015,Galway City,VSA94C02,1.9
2021,Munster,VSA94C06,1.9
2021,Dublin,VSA94C04,1.9
2019,Border,VSA94C06,1.9
2016,Cork County,VSA94C02,1.9
2022,Kilkenny,VSA94C08,1.9
2018,Meath,VSA94C06,1.9
2016,Border,VSA94C04,1.9
2016,Cavan,VSA94C02,1.9
2016,Cavan,VSA94C04,1.9
2019,South-West,VSA94C04,1.9
2022,State,VSA94C06,1.9
2016,Munster,VSA94C04,1.9
2023,Meath,VSA94C08,1.9
2020,South Dublin,VSA94C04,1.9
2022,Kilkenny,VSA94C04,1.9
2020,Mid-East,VSA94C06,1.9
2016,Cork County,VSA94C06,1.9
2013,North Tipperary,VSA94C06,1.893939394
2013,Connacht,VSA94C04,1.839201261
2018,Wicklow,VSA94C04,1.8
2022,South-West,VSA94C06,1.8
2019,Connacht,VSA94C04,1.8
2011,Galway City,VSA94C08,1.8
2011,Kildare,VSA94C04,1.8
2016,Kildare,VSA94C06,1.8
2011,Galway City,VSA94C02,1.8
2022,Westmeath,VSA94C06,1.8
2018,Fingal,VSA94C04,1.8
2022,West,VSA94C04,1.8
2018,Kilkenny,VSA94C02,1.8
2019,South-East,VSA94C06,1.8
2018,Kilkenny,VSA94C04,1.8
2019,Munster,VSA94C04,1.8
2014,South-West,VSA94C04,1.8
2022,Galway County,VSA94C08,1.8
2018,Kerry,VSA94C06,1.8
2016,Fingal,VSA94C04,1.8
2019,Louth,VSA94C06,1.8
2022,Wicklow,VSA94C04,1.8
2022,Westmeath,VSA94C04,1.8
2014,Mayo,VSA94C06,1.8
2019,Kilkenny,VSA94C06,1.8
2019,Kilkenny,VSA94C04,1.8
2019,Kilkenny,VSA94C02,1.8
2021,Longford,VSA94C04,1.8
2014,Dun Laoghaire-Rathdown,VSA94C06,1.8
2011,Galway City,VSA94C06,1.8
2014,Dublin City,VSA94C04,1.8
2017,Meath,VSA94C04,1.8
2014,Dublin,VSA94C04,1.8
2020,Wexford,VSA94C06,1.8
2020,Wexford,VSA94C04,1.8
2016,Waterford City,VSA94C08,1.8
2017,Waterford City,VSA94C08,1.8
2021,South Dublin,VSA94C08,1.8
2016,Waterford City,VSA94C06,1.8
2016,Waterford City,VSA94C04,1.8
2016,Laois,VSA94C04,1.8
2016,Laois,VSA94C08,1.8
2012,Clare,VSA94C04,1.8
2012,Fingal,VSA94C04,1.8
2020,Mid-West,VSA94C06,1.8
2017,Waterford City,VSA94C02,1.8
2017,Waterford City,VSA94C04,1.8
2016,Meath,VSA94C02,1.8
2022,Cork City,VSA94C06,1.8
2012,Cork County,VSA94C06,1.8
2023,Westmeath,VSA94C06,1.8
2017,Dublin City,VSA94C04,1.8
2014,Galway City,VSA94C08,1.8
2017,Fingal,VSA94C06,1.8
2021,Dublin,VSA94C06,1.8
2017,Fingal,VSA94C04,1.8
2021,Kerry,VSA94C04,1.8
2013,Kildare,VSA94C02,1.746724891
2013,Galway City,VSA94C04,1.713796058
2020,Mid-West,VSA94C04,1.7
2023,Wexford,VSA94C06,1.7
2016,South Tipperary,VSA94C06,1.7
2022,Leinster,VSA94C06,1.7
2018,Limerick County,VSA94C04,1.7
2023,Donegal,VSA94C08,1.7
2012,Offaly,VSA94C04,1.7
2023,Mid-East,VSA94C04,1.7
2014,South Tipperary,VSA94C02,1.7
2014,South Tipperary,VSA94C04,1.7
2012,Galway City,VSA94C04,1.7
2023,Munster,VSA94C04,1.7
2014,South Tipperary,VSA94C08,1.7
2012,Offaly,VSA94C02,1.7
2014,Kerry,VSA94C04,1.7
2014,South-West,VSA94C06,1.7
2019,Galway County,VSA94C04,1.7
2017,Limerick County,VSA94C04,1.7
2015,Cork County,VSA94C04,1.7
2017,Laois,VSA94C04,1.7
2015,Longford,VSA94C04,1.7
2017,Kilkenny,VSA94C06,1.7
2015,Longford,VSA94C02,1.7
2017,Kilkenny,VSA94C04,1.7
2022,South Dublin,VSA94C08,1.7
2018,Munster,VSA94C06,1.7
2020,Ulster (part of),VSA94C06,1.7
2019,Longford,VSA94C06,1.7
2020,Ulster (part of),VSA94C04,1.7
2018,Mid-West,VSA94C06,1.7
2020,Tipperary,VSA94C06,1.7
2017,Kilkenny,VSA94C02,1.7
2022,Wexford,VSA94C06,1.7
2020,Donegal,VSA94C04,1.7
2023,Fingal,VSA94C08,1.7
2014,Laois,VSA94C06,1.7
2020,Fingal,VSA94C02,1.7
2020,Fingal,VSA94C04,1.7
2012,Cork County,VSA94C04,1.7
2023,Kildare,VSA94C06,1.7
2014,Mid-East,VSA94C04,1.7
2023,Leinster,VSA94C06,1.7
2023,Dublin City,VSA94C06,1.7
2020,Border,VSA94C06,1.7
2023,Fingal,VSA94C04,1.7
2013,South Tipperary,VSA94C02,1.644736842
2013,South Tipperary,VSA94C04,1.644736842
2013,South Tipperary,VSA94C06,1.642036125
2013,Longford,VSA94C08,1.62601626
2018,Cork County,VSA94C04,1.6
2015,Fingal,VSA94C04,1.6
2011,Louth,VSA94C06,1.6
2012,Laois,VSA94C02,1.6
2012,Laois,VSA94C04,1.6
2017,Cork County,VSA94C04,1.6
2021,Midland,VSA94C06,1.6
2015,Westmeath,VSA94C04,1.6
2023,Border,VSA94C06,1.6
2018,Waterford City,VSA94C06,1.6
2018,Midland,VSA94C06,1.6
2022,Waterford City,VSA94C06,1.6
2021,Fingal,VSA94C02,1.6
2018,Waterford City,VSA94C04,1.6
2018,Waterford City,VSA94C02,1.6
2018,Ulster (part of),VSA94C04,1.6
2016,Galway County,VSA94C04,1.6
2016,Galway County,VSA94C02,1.6
2011,Cavan,VSA94C06,1.6
2011,Longford,VSA94C02,1.6
2018,South-West,VSA94C06,1.6
2011,Longford,VSA94C04,1.6
2011,South-West,VSA94C06,1.6
2014,Donegal,VSA94C06,1.6
2019,Waterford City,VSA94C06,1.6
2018,South-West,VSA94C04,1.6
2017,Mid-West,VSA94C04,1.6
2023,Clare,VSA94C06,1.6
2021,Wicklow,VSA94C04,1.6
2022,Dublin,VSA94C06,1.6
2014,Galway County,VSA94C04,1.6
2011,South Dublin,VSA94C04,1.6
2017,Kildare,VSA94C06,1.6
2016,Mid-East,VSA94C04,1.6
2017,West,VSA94C02,1.6
2021,Wicklow,VSA94C02,1.6
2018,Dublin,VSA94C06,1.6
2023,Mid-East,VSA94C06,1.6
2021,Westmeath,VSA94C06,1.6
2015,Kilkenny,VSA94C06,1.6
2018,Border,VSA94C04,1.6
2015,Westmeath,VSA94C06,1.6
2019,Midland,VSA94C06,1.6
2020,Cork City,VSA94C04,1.6
2017,Galway County,VSA94C04,1.6
2013,Cork County,VSA94C06,1.583029919
2017,Dun Laoghaire-Rathdown,VSA94C04,1.5
2012,Longford,VSA94C02,1.5
2021,Border,VSA94C06,1.5
2019,Clare,VSA94C02,1.5
2017,Cork City,VSA94C02,1.5
2017,Dun Laoghaire-Rathdown,VSA94C02,1.5
2018,Dun Laoghaire-Rathdown,VSA94C04,1.5
2016,Kildare,VSA94C04,1.5
2019,Clare,VSA94C04,1.5
2017,Cork City,VSA94C04,1.5
2021,Mid-East,VSA94C04,1.5
2020,Clare,VSA94C06,1.5
2018,Dun Laoghaire-Rathdown,VSA94C02,1.5
2020,Clare,VSA94C04,1.5
2019,Cork City,VSA94C06,1.5
2011,Laois,VSA94C04,1.5
2021,Dun Laoghaire-Rathdown,VSA94C04,1.5
2015,Kildare,VSA94C02,1.5
2023,Meath,VSA94C06,1.5
2023,South-West,VSA94C04,1.5
2023,Midland,VSA94C06,1.5
2015,Waterford City,VSA94C02,1.5
2018,Cork City,VSA94C02,1.5
2019,Meath,VSA94C04,1.5
2023,South Dublin,VSA94C06,1.5
2021,Waterford City,VSA94C06,1.5
2022,Galway City,VSA94C04,1.5
2018,South Dublin,VSA94C04,1.5
2019,South Dublin,VSA94C06,1.5
2020,Mayo,VSA94C08,1.5
2013,Wicklow,VSA94C04,1.446480231
2013,Dun Laoghaire-Rathdown,VSA94C02,1.429592566
2013,Dun Laoghaire-Rathdown,VSA94C04,1.429592566
2020,Limerick City,VSA94C06,1.4
2023,Limerick City,VSA94C06,1.4
2019,Fingal,VSA94C04,1.4
2019,West,VSA94C04,1.4
2016,Cork City,VSA94C04,1.4
2019,Mid-West,VSA94C02,1.4
2019,Mid-West,VSA94C04,1.4
2021,Fingal,VSA94C06,1.4
2022,Carlow,VSA94C06,1.4
2023,Limerick City,VSA94C08,1.4
2020,Dublin City,VSA94C06,1.4
2021,Ulster (part of),VSA94C06,1.4
2012,Westmeath,VSA94C06,1.4
2011,Dun Laoghaire-Rathdown,VSA94C08,1.4
2014,Clare,VSA94C06,1.4
2018,Cork County,VSA94C06,1.4
2023,Kerry,VSA94C04,1.4
2022,Mayo,VSA94C04,1.4
2015,Dun Laoghaire-Rathdown,VSA94C06,1.4
2023,Roscommon,VSA94C08,1.4
2022,Monaghan,VSA94C06,1.4
2022,Monaghan,VSA94C02,1.4
2022,Monaghan,VSA94C04,1.4
2023,South-West,VSA94C06,1.4
2017,Clare,VSA94C04,1.4
2022,Waterford County,VSA94C06,1.4
2022,Dun Laoghaire-Rathdown,VSA94C04,1.4
2013,Fingal,VSA94C06,1.318019205
2020,Border,VSA94C04,1.3
2021,Roscommon,VSA94C06,1.3
2018,Sligo,VSA94C04,1.3
2020,Kerry,VSA94C04,1.3
2019,Carlow,VSA94C06,1.3
2021,Waterford County,VSA94C06,1.3
2014,Cork County,VSA94C06,1.3
2014,Cork City,VSA94C06,1.3
2020,Monaghan,VSA94C04,1.3
2023,Louth,VSA94C08,1.3
2018,Sligo,VSA94C02,1.3
2023,Cork County,VSA94C02,1.3
2023,Cork County,VSA94C06,1.3
2017,South-West,VSA94C06,1.3
2021,Sligo,VSA94C06,1.3
2020,Monaghan,VSA94C06,1.3
2014,Cork City,VSA94C04,1.3
2019,Limerick City,VSA94C06,1.3
2019,Limerick City,VSA94C08,1.3
2023,Dublin,VSA94C06,1.3
2023,Dun Laoghaire-Rathdown,VSA94C06,1.3
2019,Limerick County,VSA94C04,1.3
2017,Roscommon,VSA94C06,1.3
2022,Galway County,VSA94C04,1.3
2017,Cork County,VSA94C06,1.3
2017,Roscommon,VSA94C08,1.3
2019,Kerry,VSA94C04,1.3
2017,Monaghan,VSA94C04,1.3
2019,Limerick County,VSA94C02,1.3
2019,Kerry,VSA94C06,1.3
2017,Connacht,VSA94C04,1.3
2019,Monaghan,VSA94C06,1.3
2019,Monaghan,VSA94C08,1.3
2013,Mid-East,VSA94C04,1.265968466
2013,Meath,VSA94C04,1.257861635
2013,Waterford City,VSA94C06,1.256281407
2022,South Dublin,VSA94C04,1.2
2019,Roscommon,VSA94C02,1.2
2020,Wicklow,VSA94C04,1.2
2016,Fingal,VSA94C06,1.2
2018,Carlow,VSA94C04,1.2
2018,Carlow,VSA94C02,1.2
2019,Galway City,VSA94C08,1.2
2014,Sligo,VSA94C06,1.2
2019,Galway City,VSA94C06,1.2
2022,Meath,VSA94C06,1.2
2023,Ulster (part of),VSA94C06,1.2
2023,Offaly,VSA94C02,1.2
2022,Offaly,VSA94C06,1.2
2022,Midland,VSA94C06,1.2
2014,Waterford County,VSA94C04,1.2
2016,Limerick City,VSA94C06,1.2
2021,Galway City,VSA94C06,1.2
2012,Monaghan,VSA94C04,1.2
2016,Kerry,VSA94C04,1.2
2011,Waterford City,VSA94C06,1.2
2022,South-East,VSA94C06,1.2
2022,South Dublin,VSA94C06,1.2
2017,Midland,VSA94C04,1.2
2020,Limerick County,VSA94C02,1.2
2013,Roscommon,VSA94C02,1.183431953
2013,Roscommon,VSA94C04,1.183431953
2013,Roscommon,VSA94C06,1.182033097
2013,Kildare,VSA94C04,1.164483261
2013,Kildare,VSA94C06,1.163128817
2013,Carlow,VSA94C04,1.145475372
2013,Carlow,VSA94C02,1.145475372
2016,Louth,VSA94C04,1.1
2017,West,VSA94C04,1.1
2016,Meath,VSA94C04,1.1
2016,North Tipperary,VSA94C06,1.1
2017,North Tipperary,VSA94C02,1.1
2016,Louth,VSA94C02,1.1
2016,South-West,VSA94C04,1.1
2019,Offaly,VSA94C06,1.1
2020,Offaly,VSA94C08,1.1
2020,Offaly,VSA94C06,1.1
2018,Limerick County,VSA94C06,1.1
2016,North Tipperary,VSA94C04,1.1
2023,Cork County,VSA94C04,1.1
2016,Cork County,VSA94C04,1.1
2012,Kildare,VSA94C06,1.1
2020,Midland,VSA94C06,1.1
2023,Meath,VSA94C04,1.1
2021,Meath,VSA94C02,1.1
2012,Louth,VSA94C02,1.1
2017,Limerick County,VSA94C06,1.1
2018,Galway City,VSA94C06,1.1
2023,Tipperary,VSA94C04,1.1
2014,Dun Laoghaire-Rathdown,VSA94C02,1.1
2012,Carlow,VSA94C08,1.1
2018,Fingal,VSA94C06,1.1
2019,Wexford,VSA94C06,1.1
2014,Limerick City,VSA94C04,1.1
2018,Galway City,VSA94C08,1.1
2013,Waterford County,VSA94C06,1.077586207
2013,Louth,VSA94C02,1.032524522
2013,Louth,VSA94C04,1.032524522
2016,Kilkenny,VSA94C05,1.0
2001,Roscommon,VSA94C01,1.0
2001,Waterford City,VSA94C01,1.0
2020,Limerick City,VSA94C05,1.0
2004,Laois,VSA94C01,1.0
2003,Sligo,VSA94C01,1.0
2018,Donegal,VSA94C03,1.0
2014,Kilkenny,VSA94C05,1.0
2023,Louth,VSA94C01,1.0
2023,Louth,VSA94C03,1.0
2023,Louth,VSA94C05,1.0
2017,Westmeath,VSA94C03,1.0
2001,Monaghan,VSA94C01,1.0
2020,Mayo,VSA94C01,1.0
2005,Galway City,VSA94C01,1.0
2001,Longford,VSA94C01,1.0
2011,Waterford City,VSA94C05,1.0
2020,Cavan,VSA94C06,1.0
2023,Laois,VSA94C01,1.0
2022,Clare,VSA94C05,1.0
2002,Offaly,VSA94C01,1.0
2016,Limerick City,VSA94C05,1.0
2016,Laois,VSA94C05,1.0
2016,Leitrim,VSA94C01,1.0
2016,Leitrim,VSA94C03,1.0
2018,Cavan,VSA94C06,1.0
2018,Cavan,VSA94C05,1.0
2023,Leitrim,VSA94C07,1.0
2012,Carlow,VSA94C07,1.0
2018,Carlow,VSA94C03,1.0
2023,Laois,VSA94C08,1.0
2018,Carlow,VSA94C01,1.0
2019,Cavan,VSA94C05,1.0
2023,Limerick City,VSA94C05,1.0
2012,Cavan,VSA94C07,1.0
2023,Limerick City,VSA94C07,1.0
2023,Laois,VSA94C06,1.0
2016,Leitrim,VSA94C07,1.0
2020,Kilkenny,VSA94C05,1.0
2023,Laois,VSA94C05,1.0
2023,Laois,VSA94C04,1.0
2023,Laois,VSA94C03,1.0
2020,Kilkenny,VSA94C06,1.0
2012,Cavan,VSA94C03,1.0
2022,Carlow,VSA94C05,1.0
2023,Laois,VSA94C02,1.0
2020,Offaly,VSA94C05,1.0
2021,Wicklow,VSA94C05,1.0
2013,Laois,VSA94C05,1.0
2021,Offaly,VSA94C05,1.0
2021,Offaly,VSA94C06,1.0
1994,Longford,VSA94C01,1.0
2021,Roscommon,VSA94C05,1.0
2012,Longford,VSA94C01,1.0
2017,Mayo,VSA94C01,1.0
1995,Longford,VSA94C01,1.0
2021,Cavan,VSA94C05,1.0
1995,Roscommon,VSA94C01,1.0
2021,Sligo,VSA94C05,1.0
2013,Longford,VSA94C07,1.0
2016,Westmeath,VSA94C05,1.0
2016,Waterford City,VSA94C07,1.0
2012,Leitrim,VSA94C05,1.0
2012,Louth,VSA94C03,1.0
2021,Cavan,VSA94C06,1.0
2020,Mayo,VSA94C03,1.0
1991,Roscommon,VSA94C01,1.0
2021,Leitrim,VSA94C07,1.0
2021,Leitrim,VSA94C05,1.0
2021,Leitrim,VSA94C03,1.0
2021,Leitrim,VSA94C01,1.0
2021,Laois,VSA94C07,1.0
2021,Laois,VSA94C05,1.0
2012,Monaghan,VSA94C03,1.0
2021,Clare,VSA94C05,1.0
1992,Laois,VSA94C01,1.0
2021,Galway City,VSA94C05,1.0
1992,Sligo,VSA94C01,1.0
2013,Carlow,VSA94C01,1.0
2013,Carlow,VSA94C03,1.0
1993,Longford,VSA94C01,1.0
2016,Waterford City,VSA94C05,1.0
2017,Monaghan,VSA94C03,1.0
2016,Waterford City,VSA94C03,1.0
2017,Waterford City,VSA94C01,1.0
2005,Leitrim,VSA94C01,1.0
1999,Offaly,VSA94C01,1.0
2021,Waterford County,VSA94C05,1.0
1999,Roscommon,VSA94C01,1.0
2020,Monaghan,VSA94C05,1.0
2020,Monaghan,VSA94C03,1.0
2000,Leitrim,VSA94C01,1.0
2017,North Tipperary,VSA94C01,1.0
2013,Waterford City,VSA94C05,1.0
2017,Waterford City,VSA94C03,1.0
2013,Waterford County,VSA94C05,1.0
2000,Roscommon,VSA94C01,1.0
2017,Waterford City,VSA94C07,1.0
2020,Mayo,VSA94C05,1.0
2016,North Tipperary,VSA94C03,1.0
2016,North Tipperary,VSA94C05,1.0
2016,Offaly,VSA94C05,1.0
2016,Offaly,VSA94C06,1.0
2020,Offaly,VSA94C07,1.0
2021,Waterford City,VSA94C05,1.0
1998,Waterford City,VSA94C01,1.0
2023,Offaly,VSA94C01,1.0
2017,Roscommon,VSA94C07,1.0
2013,Roscommon,VSA94C05,1.0
2017,Roscommon,VSA94C05,1.0
2023,Roscommon,VSA94C07,1.0
2013,Roscommon,VSA94C03,1.0
2013,Roscommon,VSA94C01,1.0
1997,Roscommon,VSA94C01,1.0
1997,Laois,VSA94C01,1.0
2012,Laois,VSA94C07,1.0
2020,Cavan,VSA94C05,1.0
2019,Carlow,VSA94C05,1.0
2005,Longford,VSA94C01,1.0
2022,Longford,VSA94C07,1.0
2018,Sligo,VSA94C03,1.0
2018,Sligo,VSA94C01,1.0
2019,Limerick City,VSA94C05,1.0
2019,Limerick City,VSA94C07,1.0
2015,Waterford City,VSA94C01,1.0
2019,Longford,VSA94C05,1.0
2014,Westmeath,VSA94C01,1.0
2011,Carlow,VSA94C04,1.0
2011,Carlow,VSA94C03,1.0
2014,Leitrim,VSA94C01,1.0
2014,Waterford County,VSA94C03,1.0
2022,Longford,VSA94C05,1.0
2018,South Dublin,VSA94C06,1.0
2019,Monaghan,VSA94C05,1.0
2019,Monaghan,VSA94C07,1.0
2011,North Tipperary,VSA94C05,1.0
2018,Louth,VSA94C05,1.0
2022,Leitrim,VSA94C03,1.0
2009,Longford,VSA94C01,1.0
2009,Galway City,VSA94C01,1.0
2023,Cork City,VSA94C05,1.0
2022,Leitrim,VSA94C01,1.0
2019,Offaly,VSA94C05,1.0
2019,Roscommon,VSA94C01,1.0
2019,Leitrim,VSA94C05,1.0
2019,Laois,VSA94C07,1.0
2018,Leitrim,VSA94C01,1.0
2022,Offaly,VSA94C05,1.0
2019,Cavan,VSA94C06,1.0
2015,Leitrim,VSA94C05,1.0
2011,Galway City,VSA94C03,1.0
2011,Kerry,VSA94C06,1.0
2015,Longford,VSA94C01,1.0
2015,Laois,VSA94C05,1.0
2021,Longford,VSA94C03,1.0
2015,Longford,VSA94C03,1.0
2015,Galway City,VSA94C06,1.0
2015,Galway City,VSA94C05,1.0
2022,Waterford City,VSA94C05,1.0
2018,Waterford City,VSA94C05,1.0
2019,Laois,VSA94C05,1.0
2019,Galway City,VSA94C05,1.0
2018,Waterford City,VSA94C03,1.0
2022,Waterford County,VSA94C05,1.0
2019,Galway City,VSA94C07,1.0
2018,Waterford City,VSA94C01,1.0
2011,Longford,VSA94C01,1.0
2022,Monaghan,VSA94C05,1.0
2022,Monaghan,VSA94C03,1.0
2022,Monaghan,VSA94C01,1.0
2011,Longford,VSA94C03,1.0
2019,Laois,VSA94C01,1.0
2018,Leitrim,VSA94C03,1.0
2023,Laois,VSA94C07,1.0
2019,Waterford City,VSA94C05,1.0
2006,North Tipperary,VSA94C01,1.0
2006,Carlow,VSA94C01,1.0
2018,Laois,VSA94C03,1.0
2018,Laois,VSA94C01,1.0
2014,Sligo,VSA94C05,1.0
2014,Offaly,VSA94C05,1.0
2022,Kerry,VSA94C05,1.0
2014,Leitrim,VSA94C05,1.0
2018,Laois,VSA94C07,1.0
2014,Meath,VSA94C06,1.0
2014,Limerick City,VSA94C03,1.0
2018,Galway City,VSA94C07,1.0
2014,Leitrim,VSA94C03,1.0
2018,Galway City,VSA94C05,1.0
2022,Galway City,VSA94C03,1.0
2023,Fingal,VSA94C05,1.0
2006,Longford,VSA94C01,1.0
2016,Laois,VSA94C06,0.9
2019,Laois,VSA94C08,0.9
2012,Cavan,VSA94C04,0.9
2014,Kildare,VSA94C04,0.9
2022,Galway County,VSA94C06,0.9
2019,Laois,VSA94C06,0.9
2018,Laois,VSA94C02,0.9
2019,Laois,VSA94C02,0.9
2014,Kildare,VSA94C02,0.9
2015,Kildare,VSA94C04,0.9
2018,Laois,VSA94C04,0.9
2018,Laois,VSA94C08,0.9
2014,Offaly,VSA94C06,0.9
2021,Laois,VSA94C08,0.9
2011,Galway City,VSA94C04,0.9
2021,Laois,VSA94C06,0.9
2012,Cavan,VSA94C08,0.9
2023,Cork City,VSA94C06,0.9
2013,Laois,VSA94C06,0.816326531
2017,Westmeath,VSA94C04,0.8
2022,Dublin City,VSA94C06,0.8
2012,Laois,VSA94C08,0.8
2016,Kilkenny,VSA94C06,0.8
